repository,repo,release_id,name,tag_name,published_at
langchain-ai/langchain,langchain-ai/langchain,196148451,langchain-tests==0.3.9,langchain-tests==0.3.9,2025-01-22 17:50:26+00:00
langchain-ai/langchain,langchain-ai/langchain,195744453,langchain==0.3.15,langchain==0.3.15,2025-01-21 02:39:35+00:00
langchain-ai/langchain,langchain-ai/langchain,195740662,langchain-core==0.3.31,langchain-core==0.3.31,2025-01-21 01:41:19+00:00
langchain-ai/langchain,langchain-ai/langchain,195747203,langchain-community==0.3.15,langchain-community==0.3.15,2025-01-21 03:18:39+00:00
langchain-ai/langchain,langchain-ai/langchain,195523947,langchain-openai==0.3.1,langchain-openai==0.3.1,2025-01-19 17:47:31+00:00
langchain-ai/langchain,langchain-ai/langchain,195403895,langchain-anthropic==0.3.3,langchain-anthropic==0.3.3,2025-01-17 20:33:23+00:00
langchain-ai/langchain,langchain-ai/langchain,195399037,langchain-anthropic==0.3.2,langchain-anthropic==0.3.2,2025-01-17 19:56:44+00:00
langchain-ai/langchain,langchain-ai/langchain,195231941,langchain-core==0.3.30,langchain-core==0.3.30,2025-01-16 22:56:33+00:00
langchain-ai/langchain,langchain-ai/langchain,194155042,langchain-xai==0.2.0,langchain-xai==0.2.0,2025-01-10 16:53:20+00:00
langchain-ai/langchain,langchain-ai/langchain,194198368,langchain-tests==0.3.8,langchain-tests==0.3.8,2025-01-10 22:00:15+00:00
langchain-ai/langchain,langchain-ai/langchain,194183913,langchain-pinecone==0.2.2,langchain-pinecone==0.2.2,2025-01-10 20:04:01+00:00
langchain-ai/langchain,langchain-ai/langchain,194146240,langchain-openai==0.3.0,langchain-openai==0.3.0,2025-01-10 16:04:50+00:00
langchain-ai/langchain,langchain-ai/langchain,193750483,langchain-chroma==0.2.0,langchain-chroma==0.2.0,2025-01-08 17:26:26+00:00
langchain-ai/langchain,langchain-ai/langchain,193513792,langchain-text-splitters==0.3.5,langchain-text-splitters==0.3.5,2025-01-07 14:57:30+00:00
langchain-ai/langchain,langchain-ai/langchain,193574654,langchain-pinecone==0.2.1,langchain-pinecone==0.2.1,2025-01-07 20:31:28+00:00
langchain-ai/langchain,langchain-ai/langchain,193600394,langchain-groq==0.2.3,langchain-groq==0.2.3,2025-01-08 00:46:39+00:00
langchain-ai/langchain,langchain-ai/langchain,193375703,langchain-voyageai==0.1.4,langchain-voyageai==0.1.4,2025-01-06 20:25:37+00:00
langchain-ai/langchain,langchain-ai/langchain,193118999,langchain==0.3.14,langchain==0.3.14,2025-01-03 20:23:07+00:00
langchain-ai/langchain,langchain-ai/langchain,193116960,langchain-core==0.3.29,langchain-core==0.3.29,2025-01-03 20:02:40+00:00
langchain-ai/langchain,langchain-ai/langchain,193120793,langchain-community==0.3.14,langchain-community==0.3.14,2025-01-03 20:41:53+00:00
langchain-ai/langchain,langchain-ai/langchain,191755160,langchain-openai==0.2.14,langchain-openai==0.2.14,2024-12-19 21:52:06+00:00
langchain-ai/langchain,langchain-ai/langchain,191696481,langchain-fireworks==0.2.6,langchain-fireworks==0.2.6,2024-12-19 16:06:49+00:00
langchain-ai/langchain,langchain-ai/langchain,191762343,langchain-core==0.3.28,langchain-core==0.3.28,2024-12-19 22:56:20+00:00
langchain-ai/langchain,langchain-ai/langchain,191679173,langchain-community==0.3.13,langchain-community==0.3.13,2024-12-19 14:49:14+00:00
langchain-ai/langchain,langchain-ai/langchain,191696962,langchain-anthropic==0.3.1,langchain-anthropic==0.3.1,2024-12-19 16:09:07+00:00
langchain-ai/langchain,langchain-ai/langchain,191532532,langchain==0.3.13,langchain==0.3.13,2024-12-18 20:39:02+00:00
langchain-ai/langchain,langchain-ai/langchain,191551212,langchain-xai==0.1.1,langchain-xai==0.1.1,2024-12-18 22:42:28+00:00
langchain-ai/langchain,langchain-ai/langchain,191502258,langchain-text-splitters==0.3.4,langchain-text-splitters==0.3.4,2024-12-18 17:51:21+00:00
langchain-ai/langchain,langchain-ai/langchain,191548227,langchain-openai==0.2.13,langchain-openai==0.2.13,2024-12-18 22:17:57+00:00
langchain-ai/langchain,langchain-ai/langchain,191551026,langchain-ollama==0.2.2,langchain-ollama==0.2.2,2024-12-18 22:40:51+00:00
langchain-ai/langchain,langchain-ai/langchain,191551172,langchain-mistralai==0.2.4,langchain-mistralai==0.2.4,2024-12-18 22:42:02+00:00
langchain-ai/langchain,langchain-ai/langchain,191551420,langchain-groq==0.2.2,langchain-groq==0.2.2,2024-12-18 22:44:17+00:00
langchain-ai/langchain,langchain-ai/langchain,191546042,langchain-core==0.3.27,langchain-core==0.3.27,2024-12-18 22:02:00+00:00
langchain-ai/langchain,langchain-ai/langchain,191499106,langchain-core==0.3.26,langchain-core==0.3.26,2024-12-18 17:32:49+00:00
langchain-ai/langchain,langchain-ai/langchain,190783874,langchain==0.3.12,langchain==0.3.12,2024-12-14 20:10:04+00:00
langchain-ai/langchain,langchain-ai/langchain,190782957,langchain-text-splitters==0.3.3,langchain-text-splitters==0.3.3,2024-12-14 19:33:54+00:00
langchain-ai/langchain,langchain-ai/langchain,190739382,langchain-core==0.3.25,langchain-core==0.3.25,2024-12-14 02:26:05+00:00
langchain-ai/langchain,langchain-ai/langchain,190789595,langchain-community==0.3.12,langchain-community==0.3.12,2024-12-14 23:45:52+00:00
langchain-ai/langchain,langchain-ai/langchain,190053386,langchain==0.3.11,langchain==0.3.11,2024-12-10 20:35:17+00:00
langchain-ai/langchain,langchain-ai/langchain,190051220,langchain-core==0.3.24,langchain-core==0.3.24,2024-12-10 20:23:12+00:00
langchain-ai/langchain,langchain-ai/langchain,189916840,langchain-core==0.3.23,langchain-core==0.3.23,2024-12-10 10:05:32+00:00
langchain-ai/langchain,langchain-ai/langchain,190061848,langchain-community==0.3.11,langchain-community==0.3.11,2024-12-10 21:20:06+00:00
langchain-ai/langchain,langchain-ai/langchain,189809534,langchain-tests==0.3.7,langchain-tests==0.3.7,2024-12-09 20:16:51+00:00
langchain-ai/langchain,langchain-ai/langchain,189788922,langchain-openai==0.2.12,langchain-openai==0.2.12,2024-12-09 18:20:01+00:00
langchain-ai/langchain,langchain-ai/langchain,189507378,langchain-tests==0.3.6,langchain-tests==0.3.6,2024-12-07 00:08:52+00:00
langchain-ai/langchain,langchain-ai/langchain,189507747,langchain-community==0.3.10,langchain-community==0.3.10,2024-12-07 00:15:09+00:00
langchain-ai/langchain,langchain-ai/langchain,189482959,langchain==0.3.10,langchain==0.3.10,2024-12-06 20:27:16+00:00
langchain-ai/langchain,langchain-ai/langchain,189480710,langchain-core==0.3.22,langchain-core==0.3.22,2024-12-06 20:15:16+00:00
langchain-ai/langchain,langchain-ai/langchain,189305266,langchain-cli==0.0.35,langchain-cli==0.0.35,2024-12-06 00:45:25+00:00
langchain-ai/langchain,langchain-ai/langchain,189121309,langchain-tests==0.3.5,langchain-tests==0.3.5,2024-12-05 08:45:11+00:00
langchain-ai/langchain,langchain-ai/langchain,189212747,langchain-cli==0.0.34,langchain-cli==0.0.34,2024-12-05 15:40:03+00:00
langchain-ai/langchain,langchain-ai/langchain,188775393,langchain-openai==0.2.11,langchain-openai==0.2.11,2024-12-03 18:28:55+00:00
langchain-ai/langchain,langchain-ai/langchain,188576782,langchain-ollama==0.2.1,langchain-ollama==0.2.1,2024-12-02 21:23:38+00:00
langchain-ai/langchain,langchain-ai/langchain,188523833,langchain-mistralai==0.2.3,langchain-mistralai==0.2.3,2024-12-02 16:32:29+00:00
langchain-ai/langchain,langchain-ai/langchain,188523935,langchain-community==0.3.9,langchain-community==0.3.9,2024-12-02 16:32:51+00:00
langchain-ai/langchain,langchain-ai/langchain,187909394,langchain==0.3.9,langchain==0.3.9,2024-11-27 21:04:54+00:00
langchain-ai/langchain,langchain-ai/langchain,187585382,langchain-openai==0.2.10,langchain-openai==0.2.10,2024-11-26 16:45:31+00:00
langchain-ai/langchain,langchain-ai/langchain,187601469,langchain-ollama==0.2.2rc1,langchain-ollama==0.2.2rc1,2024-11-26 18:13:25+00:00
langchain-ai/langchain,langchain-ai/langchain,187111188,langchain==0.3.8,langchain==0.3.8,2024-11-23 13:10:56+00:00
langchain-ai/langchain,langchain-ai/langchain,187110663,langchain-core==0.3.21,langchain-core==0.3.21,2024-11-23 12:53:27+00:00
langchain-ai/langchain,langchain-ai/langchain,187111773,langchain-community==0.3.8,langchain-community==0.3.8,2024-11-23 13:30:56+00:00
langchain-ai/langchain,langchain-ai/langchain,187035695,langchain-core==0.3.20,langchain-core==0.3.20,2024-11-22 19:10:40+00:00
langchain-ai/langchain,langchain-ai/langchain,186788103,langchain-cli==0.0.33,langchain-cli==0.0.33,2024-11-22 04:17:06+00:00
langchain-ai/langchain,langchain-ai/langchain,186547602,langchain-tests==0.3.4,langchain-tests==0.3.4,2024-11-21 03:39:43+00:00
langchain-ai/langchain,langchain-ai/langchain,186528496,langchain-tests==0.3.3,langchain-tests==0.3.3,2024-11-20 23:50:31+00:00
langchain-ai/langchain,langchain-ai/langchain,186523051,langchain-mistralai==0.2.2,langchain-mistralai==0.2.2,2024-11-20 22:47:05+00:00
langchain-ai/langchain,langchain-ai/langchain,186093405,langchain-tests==0.3.2,langchain-tests==0.3.2,2024-11-19 03:14:36+00:00
langchain-ai/langchain,langchain-ai/langchain,186249853,langchain-cli==0.0.32,langchain-cli==0.0.32,2024-11-19 17:35:27+00:00
langchain-ai/langchain,langchain-ai/langchain,186079330,langchain-openai==0.2.9,langchain-openai==0.2.9,2024-11-19 00:04:06+00:00
langchain-ai/langchain,langchain-ai/langchain,185704370,langchain-tests==0.3.1,langchain-tests==0.3.1,2024-11-15 20:02:21+00:00
langchain-ai/langchain,langchain-ai/langchain,185700856,langchain-tests==0.3.0,langchain-tests==0.3.0,2024-11-15 19:38:22+00:00
langchain-ai/langchain,langchain-ai/langchain,185683694,langchain-core==0.3.19,langchain-core==0.3.19,2024-11-15 18:19:24+00:00
langchain-ai/langchain,langchain-ai/langchain,185253161,langchain-xai==0.1.0,langchain-xai==0.1.0,2024-11-13 17:59:04+00:00
langchain-ai/langchain,langchain-ai/langchain,185225781,langchain-core==0.3.18,langchain-core==0.3.18,2024-11-13 16:22:42+00:00
langchain-ai/langchain,langchain-ai/langchain,184968029,langchain-openai==0.2.8,langchain-openai==0.2.8,2024-11-12 20:05:31+00:00
langchain-ai/langchain,langchain-ai/langchain,184919079,langchain-openai==0.2.7,langchain-openai==0.2.7,2024-11-12 15:53:47+00:00
langchain-ai/langchain,langchain-ai/langchain,184964269,langchain-core==0.3.17,langchain-core==0.3.17,2024-11-12 19:43:25+00:00
langchain-ai/langchain,langchain-ai/langchain,184906488,langchain-core==0.3.16,langchain-core==0.3.16,2024-11-12 15:02:47+00:00
langchain-ai/langchain,langchain-ai/langchain,184967182,langchain-community==0.3.7,langchain-community==0.3.7,2024-11-12 20:00:15+00:00
langchain-ai/langchain,langchain-ai/langchain,184912999,langchain-community==0.3.6,langchain-community==0.3.6,2024-11-12 15:29:27+00:00
langchain-ai/langchain,langchain-ai/langchain,184957793,langchain-community==0.2.19,langchain-community==0.2.19,2024-11-12 19:04:27+00:00
langchain-ai/langchain,langchain-ai/langchain,184967951,langchain-anthropic==0.3.0,langchain-anthropic==0.3.0,2024-11-12 20:04:55+00:00
langchain-ai/langchain,langchain-ai/langchain,183811726,langchain-qdrant==0.2.0,langchain-qdrant==0.2.0,2024-11-05 20:51:40+00:00
langchain-ai/langchain,langchain-ai/langchain,183828420,langchain-openai==0.2.6,langchain-openai==0.2.6,2024-11-05 23:10:51+00:00
langchain-ai/langchain,langchain-ai/langchain,183805765,langchain-nomic==0.1.4,langchain-nomic==0.1.4,2024-11-05 20:11:02+00:00
langchain-ai/langchain,langchain-ai/langchain,183445959,langchain==0.2.17,langchain==0.2.17,2024-11-04 19:15:20+00:00
langchain-ai/langchain,langchain-ai/langchain,183448050,langchain-community==0.2.18,langchain-community==0.2.18,2024-11-04 19:28:50+00:00
langchain-ai/langchain,langchain-ai/langchain,183183417,langchain-core==0.1.53,langchain-core==0.1.53,2024-11-02 00:27:45+00:00
langchain-ai/langchain,langchain-ai/langchain,183165328,langchain==0.3.7,langchain==0.3.7,2024-11-01 20:46:11+00:00
langchain-ai/langchain,langchain-ai/langchain,183165495,langchain-voyageai==0.1.3,langchain-voyageai==0.1.3,2024-11-01 20:47:43+00:00
langchain-ai/langchain,langchain-ai/langchain,183165226,langchain-text-splitters==0.3.2,langchain-text-splitters==0.3.2,2024-11-01 20:45:17+00:00
langchain-ai/langchain,langchain-ai/langchain,183165450,langchain-prompty==0.1.1,langchain-prompty==0.1.1,2024-11-01 20:47:21+00:00
langchain-ai/langchain,langchain-ai/langchain,183165413,langchain-exa==0.2.1,langchain-exa==0.2.1,2024-11-01 20:47:01+00:00
langchain-ai/langchain,langchain-ai/langchain,183165419,langchain-couchbase==0.2.2,langchain-couchbase==0.2.2,2024-11-01 20:47:03+00:00
langchain-ai/langchain,langchain-ai/langchain,183165415,langchain-community==0.3.5,langchain-community==0.3.5,2024-11-01 20:47:01+00:00
langchain-ai/langchain,langchain-ai/langchain,183165368,langchain-box==0.2.3,langchain-box==0.2.3,2024-11-01 20:46:35+00:00
langchain-ai/langchain,langchain-ai/langchain,182986105,langchain-openai==0.2.5,langchain-openai==0.2.5,2024-10-31 18:38:44+00:00
langchain-ai/langchain,langchain-ai/langchain,182985366,langchain-mistralai==0.2.1,langchain-mistralai==0.2.1,2024-10-31 18:33:34+00:00
langchain-ai/langchain,langchain-ai/langchain,182988829,langchain-huggingface==0.1.2,langchain-huggingface==0.1.2,2024-10-31 18:57:14+00:00
langchain-ai/langchain,langchain-ai/langchain,182985549,langchain-groq==0.2.1,langchain-groq==0.2.1,2024-10-31 18:34:56+00:00
langchain-ai/langchain,langchain-ai/langchain,182985297,langchain-fireworks==0.2.5,langchain-fireworks==0.2.5,2024-10-31 18:33:03+00:00
langchain-ai/langchain,langchain-ai/langchain,182981040,langchain-core==0.3.15,langchain-core==0.3.15,2024-10-31 18:06:45+00:00
langchain-ai/langchain,langchain-ai/langchain,183003673,langchain-core==0.2.43,langchain-core==0.2.43,2024-10-31 20:30:57+00:00
langchain-ai/langchain,langchain-ai/langchain,182824399,langchain-community==0.3.4,langchain-community==0.3.4,2024-10-31 00:53:22+00:00
langchain-ai/langchain,langchain-ai/langchain,182985592,langchain-anthropic==0.2.4,langchain-anthropic==0.2.4,2024-10-31 18:35:10+00:00
langchain-ai/langchain,langchain-ai/langchain,182820497,langchain==0.3.6,langchain==0.3.6,2024-10-31 00:01:22+00:00
langchain-ai/langchain,langchain-ai/langchain,182581542,langchain==0.3.5,langchain==0.3.5,2024-10-30 00:11:22+00:00
langchain-ai/langchain,langchain-ai/langchain,182581476,langchain-text-splitters==0.3.1,langchain-text-splitters==0.3.1,2024-10-30 00:10:35+00:00
langchain-ai/langchain,langchain-ai/langchain,182810247,langchain-core==0.3.14,langchain-core==0.3.14,2024-10-30 22:27:22+00:00
langchain-ai/langchain,langchain-ai/langchain,182810762,langchain-core==0.2.42,langchain-core==0.2.42,2024-10-30 22:33:05+00:00
langchain-ai/langchain,langchain-ai/langchain,182301664,langchain-openai==0.2.4,langchain-openai==0.2.4,2024-10-28 16:51:32+00:00
langchain-ai/langchain,langchain-ai/langchain,182352752,langchain-huggingface==0.1.1,langchain-huggingface==0.1.1,2024-10-28 21:34:50+00:00
langchain-ai/langchain,langchain-ai/langchain,182337945,langchain-box==0.2.2,langchain-box==0.2.2,2024-10-28 19:59:12+00:00
langchain-ai/langchain,langchain-ai/langchain,182019804,langchain-core==0.3.13,langchain-core==0.3.13,2024-10-25 19:36:18+00:00
langchain-ai/langchain,langchain-ai/langchain,180746977,langchain==0.3.4,langchain==0.3.4,2024-10-18 19:05:22+00:00
langchain-ai/langchain,langchain-ai/langchain,180713408,langchain-openai==0.2.3,langchain-openai==0.2.3,2024-10-18 15:27:50+00:00
langchain-ai/langchain,langchain-ai/langchain,180753333,langchain-community==0.3.3,langchain-community==0.3.3,2024-10-18 19:57:36+00:00
langchain-ai/langchain,langchain-ai/langchain,180459824,langchain-core==0.3.12,langchain-core==0.3.12,2024-10-17 14:01:04+00:00
langchain-ai/langchain,langchain-ai/langchain,180310359,langchain-core==0.3.11,langchain-core==0.3.11,2024-10-16 19:44:57+00:00
langchain-ai/langchain,langchain-ai/langchain,180113141,langchain-couchbase==0.2.0,langchain-couchbase==0.2.0,2024-10-15 21:55:09+00:00
langchain-ai/langchain,langchain-ai/langchain,179035116,langchain-community==0.3.2,langchain-community==0.3.2,2024-10-09 06:40:15+00:00
langchain-ai/langchain,langchain-ai/langchain,179002770,langchain==0.3.3,langchain==0.3.3,2024-10-08 23:44:47+00:00
langchain-ai/langchain,langchain-ai/langchain,179001450,langchain-core==0.3.10,langchain-core==0.3.10,2024-10-08 23:26:00+00:00
langchain-ai/langchain,langchain-ai/langchain,178483230,langchain-openai==0.2.2,langchain-openai==0.2.2,2024-10-04 21:10:41+00:00
langchain-ai/langchain,langchain-ai/langchain,178468134,langchain-fireworks==0.2.1,langchain-fireworks==0.2.1,2024-10-04 19:04:22+00:00
langchain-ai/langchain,langchain-ai/langchain,178464790,langchain-core==0.3.9,langchain-core==0.3.9,2024-10-04 18:40:09+00:00
langchain-ai/langchain,langchain-ai/langchain,178490665,langchain-anthropic==0.2.3,langchain-anthropic==0.2.3,2024-10-04 22:44:25+00:00
langchain-ai/langchain,langchain-ai/langchain,178467652,langchain-anthropic==0.2.2,langchain-anthropic==0.2.2,2024-10-04 19:01:07+00:00
langchain-ai/langchain,langchain-ai/langchain,178273321,langchain==0.3.2,langchain==0.3.2,2024-10-03 18:19:31+00:00
langchain-ai/langchain,langchain-ai/langchain,178057558,langchain-core==0.3.8,langchain-core==0.3.8,2024-10-02 17:07:52+00:00
langchain-ai/langchain,langchain-ai/langchain,177666278,langchain-core==0.3.7,langchain-core==0.3.7,2024-09-30 19:05:09+00:00
langchain-ai/langchain,langchain-ai/langchain,177023871,langchain-openai==0.2.1,langchain-openai==0.2.1,2024-09-26 09:41:08+00:00
langchain-ai/langchain,langchain-ai/langchain,176922138,langchain==0.3.1,langchain==0.3.1,2024-09-25 19:24:53+00:00
langchain-ai/langchain,langchain-ai/langchain,176910886,langchain-core==0.3.6,langchain-core==0.3.6,2024-09-25 18:11:04+00:00
langchain-ai/langchain,langchain-ai/langchain,176928330,langchain-community==0.3.1,langchain-community==0.3.1,2024-09-25 20:03:31+00:00
langchain-ai/langchain,langchain-ai/langchain,176728680,langchain-unstructured==0.1.5,langchain-unstructured==0.1.5,2024-09-24 22:13:27+00:00
langchain-ai/langchain,langchain-ai/langchain,176727812,langchain-experimental==0.3.1,langchain-experimental==0.3.1,2024-09-24 22:07:55+00:00
langchain-ai/langchain,langchain-ai/langchain,176205819,langchain-core==0.3.5,langchain-core==0.3.5,2024-09-21 00:31:48+00:00
langchain-ai/langchain,langchain-ai/langchain,176197260,langchain-core==0.3.4,langchain-core==0.3.4,2024-09-20 21:51:31+00:00
langchain-ai/langchain,langchain-ai/langchain,176190917,langchain-core==0.3.3,langchain-core==0.3.3,2024-09-20 20:58:33+00:00
langchain-ai/langchain,langchain-ai/langchain,175996508,langchain-core==0.3.2,langchain-core==0.3.2,2024-09-19 22:08:57+00:00
langchain-ai/langchain,langchain-ai/langchain,175997516,langchain-core==0.2.41,langchain-core==0.2.41,2024-09-19 22:19:54+00:00
langchain-ai/langchain,langchain-ai/langchain,175945602,langchain-box==0.2.1,langchain-box==0.2.1,2024-09-19 16:58:28+00:00
langchain-ai/langchain,langchain-ai/langchain,175567445,langchain-robocorp==0.0.10.post1,langchain-robocorp==0.0.10.post1,2024-09-18 01:52:58+00:00
langchain-ai/langchain,langchain-ai/langchain,175519606,langchain-milvus==0.1.5,langchain-milvus==0.1.5,2024-09-17 18:22:55+00:00
langchain-ai/langchain,langchain-ai/langchain,175512221,langchain-core==0.3.1,langchain-core==0.3.1,2024-09-17 17:40:05+00:00
langchain-ai/langchain,langchain-ai/langchain,175550501,langchain-anthropic==0.2.1,langchain-anthropic==0.2.1,2024-09-17 21:51:47+00:00
langchain-ai/langchain,langchain-ai/langchain,175152031,langchain-voyageai==0.1.2,langchain-voyageai==0.1.2,2024-09-16 03:17:57+00:00
langchain-ai/langchain,langchain-ai/langchain,175294424,langchain-unstructured==0.1.4,langchain-unstructured==0.1.4,2024-09-16 17:52:37+00:00
langchain-ai/langchain,langchain-ai/langchain,175287509,langchain-qdrant==0.1.4,langchain-qdrant==0.1.4,2024-09-16 17:08:38+00:00
langchain-ai/langchain,langchain-ai/langchain,175151879,langchain-nomic==0.1.3,langchain-nomic==0.1.3,2024-09-16 03:15:01+00:00
langchain-ai/langchain,langchain-ai/langchain,175286308,langchain-cli==0.0.31,langchain-cli==0.0.31,2024-09-16 17:01:23+00:00
langchain-ai/langchain,langchain-ai/langchain,175292169,langchain-box==0.2.0,langchain-box==0.2.0,2024-09-16 17:37:53+00:00
langchain-ai/langchain,langchain-ai/langchain,175057628,langchain-mongodb==0.2.0,langchain-mongodb==0.2.0,2024-09-14 02:52:28+00:00
langchain-ai/langchain,langchain-ai/langchain,175053241,langchain-chroma==0.1.4,langchain-chroma==0.1.4,2024-09-14 00:37:00+00:00
langchain-ai/langchain,langchain-ai/langchain,175048016,langchain==0.3.0,langchain==0.3.0,2024-09-13 22:45:30+00:00
langchain-ai/langchain,langchain-ai/langchain,175047455,langchain-text-splitters==0.3.0,langchain-text-splitters==0.3.0,2024-09-13 22:36:15+00:00
langchain-ai/langchain,langchain-ai/langchain,175050608,langchain-prompty==0.1.0,langchain-prompty==0.1.0,2024-09-13 23:37:44+00:00
langchain-ai/langchain,langchain-ai/langchain,175052337,langchain-pinecone==0.2.0,langchain-pinecone==0.2.0,2024-09-14 00:15:55+00:00
langchain-ai/langchain,langchain-ai/langchain,175047997,langchain-openai==0.2.0,langchain-openai==0.2.0,2024-09-13 22:45:08+00:00
langchain-ai/langchain,langchain-ai/langchain,175023397,langchain-openai==0.1.25,langchain-openai==0.1.25,2024-09-13 19:07:30+00:00
langchain-ai/langchain,langchain-ai/langchain,174886428,langchain-openai==0.1.24,langchain-openai==0.1.24,2024-09-13 05:10:43+00:00
langchain-ai/langchain,langchain-ai/langchain,175048478,langchain-ollama==0.2.0,langchain-ollama==0.2.0,2024-09-13 22:52:51+00:00
langchain-ai/langchain,langchain-ai/langchain,175047308,langchain-mistralai==0.2.0,langchain-mistralai==0.2.0,2024-09-13 22:33:33+00:00
langchain-ai/langchain,langchain-ai/langchain,175050475,langchain-huggingface==0.1.0,langchain-huggingface==0.1.0,2024-09-13 23:33:50+00:00
langchain-ai/langchain,langchain-ai/langchain,175048741,langchain-groq==0.2.0,langchain-groq==0.2.0,2024-09-13 22:57:58+00:00
langchain-ai/langchain,langchain-ai/langchain,175048505,langchain-fireworks==0.2.0,langchain-fireworks==0.2.0,2024-09-13 22:53:28+00:00
langchain-ai/langchain,langchain-ai/langchain,175049499,langchain-experimental==0.3.0,langchain-experimental==0.3.0,2024-09-13 23:12:30+00:00
langchain-ai/langchain,langchain-ai/langchain,175049344,langchain-exa==0.2.0,langchain-exa==0.2.0,2024-09-13 23:10:04+00:00
langchain-ai/langchain,langchain-ai/langchain,175045440,langchain-core==0.3.0,langchain-core==0.3.0,2024-09-13 22:07:03+00:00
langchain-ai/langchain,langchain-ai/langchain,174999324,langchain-core==0.2.40,langchain-core==0.2.40,2024-09-13 17:01:30+00:00
langchain-ai/langchain,langchain-ai/langchain,175048915,langchain-community==0.3.0,langchain-community==0.3.0,2024-09-13 23:01:40+00:00
langchain-ai/langchain,langchain-ai/langchain,174999411,langchain-community==0.2.17,langchain-community==0.2.17,2024-09-13 17:02:14+00:00
langchain-ai/langchain,langchain-ai/langchain,175049594,langchain-azure-dynamic-sessions==0.2.0,langchain-azure-dynamic-sessions==0.2.0,2024-09-13 23:14:12+00:00
langchain-ai/langchain,langchain-ai/langchain,175048529,langchain-anthropic==0.2.0,langchain-anthropic==0.2.0,2024-09-13 22:53:50+00:00
langchain-ai/langchain,langchain-ai/langchain,174795910,langchain-qdrant==0.2.0.dev1,langchain-qdrant==0.2.0.dev1,2024-09-12 15:43:24+00:00
langchain-ai/langchain,langchain-ai/langchain,174822858,langchain-pinecone==0.2.0.dev1,langchain-pinecone==0.2.0.dev1,2024-09-12 18:19:59+00:00
langchain-ai/langchain,langchain-ai/langchain,174818332,langchain-groq==0.1.10,langchain-groq==0.1.10,2024-09-12 17:52:40+00:00
langchain-ai/langchain,langchain-ai/langchain,174774531,langchain-fireworks==0.2.0.dev2,langchain-fireworks==0.2.0.dev2,2024-09-12 14:09:49+00:00
langchain-ai/langchain,langchain-ai/langchain,174639296,langchain==0.3.0.dev2,langchain==0.3.0.dev2,2024-09-11 20:51:40+00:00
langchain-ai/langchain,langchain-ai/langchain,174637324,langchain-core==0.3.0.dev5,langchain-core==0.3.0.dev5,2024-09-11 20:37:24+00:00
langchain-ai/langchain,langchain-ai/langchain,174641050,langchain-community==0.3.0.dev2,langchain-community==0.3.0.dev2,2024-09-11 21:05:42+00:00
langchain-ai/langchain,langchain-ai/langchain,174402920,langchain-ollama==0.2.0.dev1,langchain-ollama==0.2.0.dev1,2024-09-10 18:46:53+00:00
langchain-ai/langchain,langchain-ai/langchain,174442793,langchain-mongodb==0.2.0.dev1,langchain-mongodb==0.2.0.dev1,2024-09-10 23:39:54+00:00
langchain-ai/langchain,langchain-ai/langchain,174426999,langchain-huggingface==0.1.0.dev1,langchain-huggingface==0.1.0.dev1,2024-09-10 21:05:33+00:00
langchain-ai/langchain,langchain-ai/langchain,174419618,langchain-core==0.2.39,langchain-core==0.2.39,2024-09-10 20:20:02+00:00
langchain-ai/langchain,langchain-ai/langchain,174205424,langchain-mistralai==0.2.0.dev1,langchain-mistralai==0.2.0.dev1,2024-09-09 20:15:07+00:00
langchain-ai/langchain,langchain-ai/langchain,174189684,langchain-experimental==0.3.0.dev1,langchain-experimental==0.3.0.dev1,2024-09-09 18:33:06+00:00
langchain-ai/langchain,langchain-ai/langchain,173988782,langchain-mongodb==0.1.9,langchain-mongodb==0.1.9,2024-09-07 23:57:46+00:00
langchain-ai/langchain,langchain-ai/langchain,173908155,langchain-openai==0.2.0.dev2,langchain-openai==0.2.0.dev2,2024-09-06 19:01:30+00:00
langchain-ai/langchain,langchain-ai/langchain,173938608,langchain-core==0.3.0.dev4,langchain-core==0.3.0.dev4,2024-09-06 22:54:32+00:00
langchain-ai/langchain,langchain-ai/langchain,173937058,langchain-core==0.3.0.dev3,langchain-core==0.3.0.dev3,2024-09-06 22:30:20+00:00
langchain-ai/langchain,langchain-ai/langchain,173738203,langchain==0.3.0.dev1,langchain==0.3.0.dev1,2024-09-05 21:54:22+00:00
langchain-ai/langchain,langchain-ai/langchain,173725891,langchain-text-splitters==0.3.0.dev1,langchain-text-splitters==0.3.0.dev1,2024-09-05 20:21:04+00:00
langchain-ai/langchain,langchain-ai/langchain,173704124,langchain-text-splitters==0.3.0.dev0,langchain-text-splitters==0.3.0.dev0,2024-09-05 17:58:45+00:00
langchain-ai/langchain,langchain-ai/langchain,173740145,langchain-openai==0.2.0.dev1,langchain-openai==0.2.0.dev1,2024-09-05 22:15:12+00:00
langchain-ai/langchain,langchain-ai/langchain,173684814,langchain-openai==0.2.0.dev0,langchain-openai==0.2.0.dev0,2024-09-05 16:05:46+00:00
langchain-ai/langchain,langchain-ai/langchain,173740205,langchain-groq==0.2.0.dev1,langchain-groq==0.2.0.dev1,2024-09-05 22:15:51+00:00
langchain-ai/langchain,langchain-ai/langchain,173704843,langchain-groq==0.2.0.dev0,langchain-groq==0.2.0.dev0,2024-09-05 18:03:10+00:00
